date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
02:19:00	3058/3058	---M--	200	added ('OK')	application/javascript	etag:%22bf2-61376e386e449%22	http://localhost:8080/portfolio/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart.min.js?ver=8.6.1	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart.min9b80.js	(from http://localhost:8080/portfolio/)
02:19:00	13577/13577	---M--	200	added ('OK')	application/javascript	etag:%223509-5fdabee5f2100%22	http://localhost:8080/portfolio/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/wp-includes/js/jquery/jquery-migrate.min5589.js	(from http://localhost:8080/portfolio/)
02:19:01	9636/9636	---M--	200	added ('OK')	application/javascript	etag:%2225a4-61376e38a08ea%22	http://localhost:8080/portfolio/wp-content/plugins/woocommerce/assets/js/jquery-blockui/jquery.blockUI.min.js?ver=2.7.0-wc.8.6.1	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/wp-content/plugins/woocommerce/assets/js/jquery-blockui/jquery.blockUI.minac72.js	(from http://localhost:8080/portfolio/)
02:19:01	1845/1845	---M--	200	added ('OK')	application/javascript	etag:%22735-61376e38c9924%22	http://localhost:8080/portfolio/wp-content/plugins/woocommerce/assets/js/js-cookie/js.cookie.min.js?ver=2.1.4-wc.8.6.1	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/wp-content/plugins/woocommerce/assets/js/js-cookie/js.cookie.minde0b.js	(from http://localhost:8080/portfolio/)
02:19:01	2139/2139	---M--	200	added ('OK')	application/javascript	etag:%2285b-61376e3895151%22	http://localhost:8080/portfolio/wp-content/plugins/woocommerce/assets/js/frontend/woocommerce.min.js?ver=8.6.1	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/wp-content/plugins/woocommerce/assets/js/frontend/woocommerce.min9b80.js	(from http://localhost:8080/portfolio/)
02:19:02	87553/87553	---M--	200	added ('OK')	application/javascript	etag:%2215601-603fed35e19c0%22	http://localhost:8080/portfolio/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/wp-includes/js/jquery/jquery.minf43b.js	(from http://localhost:8080/portfolio/)
02:19:06	852/852	---M--	200	added ('OK')	text/xml	date:Sun,%2031%20Mar%202024%2000:19:04%20GMT	http://localhost:8080/portfolio/xmlrpc.php?rsd	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/xmlrpc0db0.php	(from http://localhost:8080/portfolio/)
02:19:08	2119/2119	---M--	200	added ('OK')	application/json	date:Sun,%2031%20Mar%202024%2000:19:06%20GMT	http://localhost:8080/portfolio/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%3A8080%2Fportfolio%2F	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/wp-json/oembed/1.0/embedfe53.json	(from http://localhost:8080/portfolio/)
02:19:11	2274/2274	---M--	200	added ('OK')	text/xml	date:Sun,%2031%20Mar%202024%2000:19:08%20GMT	http://localhost:8080/portfolio/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%3A8080%2Fportfolio%2F&format=xml	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/wp-json/oembed/1.0/embed955e	(from http://localhost:8080/portfolio/)
02:19:16	220780/220780	---M-Z	200	added ('OK')	text/css	etag:W/%2235e6c-cZlWqlLbTIr9xcDPs8verWJYuKY%22	https://cdn.jsdelivr.net/npm/bootstrap@5.3.0-alpha1/dist/css/bootstrap.min.css	C:/My%20Web%20Sites/portfolio-latest/cdn.jsdelivr.net/npm/bootstrap@5.3.0-alpha1/dist/css/bootstrap.min.css	(from http://localhost:8080/portfolio/)
02:19:16	101791/101791	---MC-	200	added ('OK')	text/html	date:Sun,%2031%20Mar%202024%2000:19:11%20GMT	http://localhost:8080/portfolio/about/	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/about/index.html	(from http://localhost:8080/portfolio/)
02:19:18	109217/109217	---MC-	200	added ('OK')	application/json	date:Sun,%2031%20Mar%202024%2000:19:01%20GMT	http://localhost:8080/portfolio/wp-json/wp/v2/pages/292	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/wp-json/wp/v2/pages/292.json	(from http://localhost:8080/portfolio/)
02:19:20	104286/104286	---MC-	200	added ('OK')	text/html	date:Sun,%2031%20Mar%202024%2000:19:16%20GMT	http://localhost:8080/portfolio/works/	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/works/index.html	(from http://localhost:8080/portfolio/)
02:19:20	10101/10101	---M--	200	added ('OK')	text/css	etag:%222775-61376e097c18f%22	http://localhost:8080/portfolio/wp-content/plugins/elementor/assets/css/widget-icon-box.min.css	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/wp-content/plugins/elementor/assets/css/widget-icon-box.min.css	(from http://localhost:8080/portfolio/)
02:19:22	80599/80599	---M-Z	200	added ('OK')	application/javascript	etag:W/%2213ad7-v/eN2cAqUAirQ2QpSHOc5Yx2GyE%22	https://cdn.jsdelivr.net/npm/bootstrap@5.3.0-alpha1/dist/js/bootstrap.bundle.min.js	C:/My%20Web%20Sites/portfolio-latest/cdn.jsdelivr.net/npm/bootstrap@5.3.0-alpha1/dist/js/bootstrap.bundle.min.js	(from http://localhost:8080/portfolio/)
02:19:22	26572/26572	---M--	200	added ('OK')	text/css	etag:%2267cc-61376dfc71506%22	http://localhost:8080/portfolio/wp-content/plugins/codevz-plus/wpbakery/assets/css/gallery.css?ver=4.4.7	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/wp-content/plugins/codevz-plus/wpbakery/assets/css/gallery946e.css	(from http://localhost:8080/portfolio/)
02:19:26	98037/98037	---MC-	200	added ('OK')	text/html	date:Sun,%2031%20Mar%202024%2000:19:18%20GMT	http://localhost:8080/portfolio/works/nadine-gems/	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/works/nadine-gems/index.html	(from http://localhost:8080/portfolio/)
02:19:29	10356/10356	---M--	200	added ('OK')	text/css	etag:%222874-61376dfc6f9b3%22	http://localhost:8080/portfolio/wp-content/plugins/codevz-plus/wpbakery/assets/css/carousel.css?ver=4.4.7	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/wp-content/plugins/codevz-plus/wpbakery/assets/css/carousel946e.css	(from http://localhost:8080/portfolio/)
02:19:30	97784/97784	---MC-	200	added ('OK')	text/html	date:Sun,%2031%20Mar%202024%2000:19:20%20GMT	http://localhost:8080/portfolio/works/quran-talent/	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/works/quran-talent/index.html	(from http://localhost:8080/portfolio/)
02:19:31	98964/98964	---MC-	200	added ('OK')	text/html	date:Sun,%2031%20Mar%202024%2000:19:23%20GMT	http://localhost:8080/portfolio/works/guzel-shoes-store/	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/works/guzel-shoes-store/index.html	(from http://localhost:8080/portfolio/)
02:19:31	444/444	---M--	200	added ('OK')	text/css	etag:%221bc-61376dfbf73d1%22	http://localhost:8080/portfolio/wp-content/plugins/codevz-plus/assets/css/parallax.css?ver=4.4.7	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/wp-content/plugins/codevz-plus/assets/css/parallax946e.css	(from http://localhost:8080/portfolio/)
02:19:34	100157/100157	---MC-	200	added ('OK')	text/html	date:Sun,%2031%20Mar%202024%2000:19:29%20GMT	http://localhost:8080/portfolio/works/doro-crypto/	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/works/doro-crypto/index.html	(from http://localhost:8080/portfolio/)
02:19:36	4613/4613	---M--	200	added ('OK')	text/css	etag:%221205-61376dfc90ca4%22	http://localhost:8080/portfolio/wp-content/plugins/codevz-plus/wpbakery/assets/css/title.css?ver=4.4.7	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/wp-content/plugins/codevz-plus/wpbakery/assets/css/title946e.css	(from http://localhost:8080/portfolio/)
02:19:36	98537/98537	---MC-	200	added ('OK')	text/html	date:Sun,%2031%20Mar%202024%2000:19:31%20GMT	http://localhost:8080/portfolio/shop/	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/shop/index.html	(from http://localhost:8080/portfolio/)
02:19:37	91744/91744	---MC-	200	added ('OK')	text/html	date:Sun,%2031%20Mar%202024%2000:19:31%20GMT	http://localhost:8080/portfolio/blog/	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/blog/index.html	(from http://localhost:8080/portfolio/)
02:19:37	12585/12585	---M--	200	added ('OK')	text/css	etag:%223129-61376dfc6ea15%22	http://localhost:8080/portfolio/wp-content/plugins/codevz-plus/wpbakery/assets/css/button.css?ver=4.4.7	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/wp-content/plugins/codevz-plus/wpbakery/assets/css/button946e.css	(from http://localhost:8080/portfolio/)
02:19:46	98755/98755	---MC-	200	added ('OK')	text/html	date:Sun,%2031%20Mar%202024%2000:19:37%20GMT	http://localhost:8080/portfolio/works/rawa-trends/	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/works/rawa-trends/index.html	(from http://localhost:8080/portfolio/)
02:19:46	89987/89987	---MC-	200	added ('OK')	text/html	date:Sun,%2031%20Mar%202024%2000:19:37%20GMT	http://localhost:8080/portfolio/contact/	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/contact/index.html	(from http://localhost:8080/portfolio/)
02:19:46	99586/99586	---MC-	200	added ('OK')	text/html	date:Sun,%2031%20Mar%202024%2000:19:37%20GMT	http://localhost:8080/portfolio/works/aradhya-solutions/	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/works/aradhya-solutions/index.html	(from http://localhost:8080/portfolio/)
02:19:53	100837/100837	---MC-	200	added ('OK')	text/html	date:Sun,%2031%20Mar%202024%2000:19:46%20GMT	http://localhost:8080/portfolio/works/zoukora/	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/works/zoukora/index.html	(from http://localhost:8080/portfolio/)
02:19:54	103383/103383	---MC-	200	added ('OK')	text/html	date:Sun,%2031%20Mar%202024%2000:19:46%20GMT	http://localhost:8080/portfolio/works/c-wael-abdelwahab/	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/works/c-wael-abdelwahab/index.html	(from http://localhost:8080/portfolio/)
02:19:55	11513/11513	---M--	200	added ('OK')	application/javascript	etag:%222cf9-61376e1c54ecf%22	http://localhost:8080/portfolio/wp-content/plugins/contact-form-7/includes/swv/js/index.js?ver=5.9.2	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/wp-content/plugins/contact-form-7/includes/swv/js/index6dcf.js	(from http://localhost:8080/portfolio/)
02:19:58	67846/67846	---M--	200	added ('OK')	application/javascript	etag:%2210906-614df54787abd%22	http://localhost:8080/portfolio/wp-content/plugins/chaty/js/cht-front-script.min.js?ver=3.21711801594	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/wp-content/plugins/chaty/js/cht-front-script.min6a1f.js	(from http://localhost:8080/portfolio/)
02:19:58	13054/13054	---M--	200	added ('OK')	application/javascript	etag:%2232fe-61376e1c43984%22	http://localhost:8080/portfolio/wp-content/plugins/contact-form-7/includes/js/index.js?ver=5.9.2	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/wp-content/plugins/contact-form-7/includes/js/index6dcf.js	(from http://localhost:8080/portfolio/)
02:19:59	99481/99481	---MC-	200	added ('OK')	text/html	date:Sun,%2031%20Mar%202024%2000:19:54%20GMT	http://localhost:8080/portfolio/works/coach-sayed-salem/	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/works/coach-sayed-salem/index.html	(from http://localhost:8080/portfolio/)
02:20:02	14500/14500	---M--	200	added ('OK')	application/javascript	etag:%2238a4-61376e390a052%22	http://localhost:8080/portfolio/wp-content/plugins/woocommerce/assets/js/sourcebuster/sourcebuster.min.js?ver=8.6.1	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/wp-content/plugins/woocommerce/assets/js/sourcebuster/sourcebuster.min9b80.js	(from http://localhost:8080/portfolio/)
02:20:08	97921/97921	---MC-	200	added ('OK')	text/html	date:Sun,%2031%20Mar%202024%2000:19:58%20GMT	http://localhost:8080/portfolio/works/coach-alaa/	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/works/coach-alaa/index.html	(from http://localhost:8080/portfolio/)
02:20:08	97756/97756	---MC-	200	added ('OK')	text/html	date:Sun,%2031%20Mar%202024%2000:19:58%20GMT	http://localhost:8080/portfolio/works/hub-of-innovators/	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/works/hub-of-innovators/index.html	(from http://localhost:8080/portfolio/)
02:20:09	1509/1509	---M--	200	added ('OK')	application/javascript	etag:%225e5-61376e3883bf1%22	http://localhost:8080/portfolio/wp-content/plugins/woocommerce/assets/js/frontend/order-attribution.min.js?ver=8.6.1	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/wp-content/plugins/woocommerce/assets/js/frontend/order-attribution.min9b80.js	(from http://localhost:8080/portfolio/)
02:20:09	97489/97489	---MC-	200	added ('OK')	text/html	date:Sun,%2031%20Mar%202024%2000:20:02%20GMT	http://localhost:8080/portfolio/works/oralxylitol/	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/works/oralxylitol/index.html	(from http://localhost:8080/portfolio/)
02:20:15	94458/94458	---MC-	200	added ('OK')	text/html	date:Sun,%2031%20Mar%202024%2000:20:08%20GMT	http://localhost:8080/portfolio/works/sofipack/	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/works/sofipack/index.html	(from http://localhost:8080/portfolio/)
02:20:18	101719/101719	---MC-	200	added ('OK')	text/html	date:Sun,%2031%20Mar%202024%2000:20:09%20GMT	http://localhost:8080/portfolio/works/c-ali-ezz-gym-coach/	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/works/c-ali-ezz-gym-coach/index.html	(from http://localhost:8080/portfolio/)
02:20:18	96638/96638	---MC-	200	added ('OK')	text/html	date:Sun,%2031%20Mar%202024%2000:20:09%20GMT	http://localhost:8080/portfolio/works/realistic-tablet-mockup/	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/works/realistic-tablet-mockup/index.html	(from http://localhost:8080/portfolio/)
02:20:20	31070/31070	---M--	200	added ('OK')	application/javascript	etag:%22795e-61376de71b33b%22	http://localhost:8080/portfolio/wp-content/themes/Xtra-4.4.7_working_with_all_demos-1/assets/js/custom.js?ver=4.4.7	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/wp-content/themes/Xtra-4.4.7_working_with_all_demos-1/assets/js/custom946e.js	(from http://localhost:8080/portfolio/)
02:20:21	5147/5147	---M--	200	added ('OK')	application/javascript	etag:%22141b-61376de71d277%22	http://localhost:8080/portfolio/wp-content/themes/Xtra-4.4.7_working_with_all_demos-1/assets/js/sticky.js?ver=4.4.7	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/wp-content/themes/Xtra-4.4.7_working_with_all_demos-1/assets/js/sticky946e.js	(from http://localhost:8080/portfolio/)
02:20:23	102337/102337	---MC-	200	added ('OK')	text/html	date:Sun,%2031%20Mar%202024%2000:20:18%20GMT	http://localhost:8080/portfolio/works/xvendo/	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/works/xvendo/index.html	(from http://localhost:8080/portfolio/)
02:20:23	92094/92094	---MC-	200	added ('OK')	text/html	date:Sun,%2031%20Mar%202024%2000:20:18%20GMT	http://localhost:8080/portfolio/works/sypron-solutions/	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/works/sypron-solutions/index.html	(from http://localhost:8080/portfolio/)
02:20:25	1729/1729	---M--	200	added ('OK')	application/javascript	etag:%226c1-61376de71caa8%22	http://localhost:8080/portfolio/wp-content/themes/Xtra-4.4.7_working_with_all_demos-1/assets/js/loading.js?ver=4.4.7	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/wp-content/themes/Xtra-4.4.7_working_with_all_demos-1/assets/js/loading946e.js	(from http://localhost:8080/portfolio/)
02:20:28	99399/99399	---MC-	200	added ('OK')	text/html	date:Sun,%2031%20Mar%202024%2000:20:21%20GMT	http://localhost:8080/portfolio/works/disruptive-mobility/	C:/My%20Web%20Sites/portfolio-latest/localhost_8080/portfolio/works/disruptive-mobility/index.html	(from http://localhost:8080/portfolio/)
